trucks_count 10
drones_count 10
customers 1000
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
X	Y	Dronable	Demand	Drone_service	Truck_service	Lw
2506.189296	-11737.725337	1	1.19	60	60	1800
-3578.248795	-8666.532583	1	1.30	60	60	1800
249.035592	-13326.867631	1	1.71	60	60	2700
-1293.384093	-15921.011911	1	0.69	60	60	3600
-611.905348	-14206.052558	1	1.16	60	60	2700
-1736.334375	-8754.131946	1	0.21	60	60	1800
3594.757033	-13057.420085	1	1.01	60	60	3600
-1279.751818	-13202.718496	1	0.24	60	60	1800
3189.671872	-14324.286123	1	0.90	60	60	2700
1113.828455	-14619.308503	1	0.40	60	60	1800
-1140.241635	-14681.722215	1	1.11	60	60	2700
-1387.927497	-9862.022598	1	0.74	60	60	1800
3893.597667	-16522.821093	1	0.61	60	60	2700
3807.920951	-13806.429111	1	1.75	60	60	3600
-1228.939670	-12577.525021	1	1.81	60	60	3600
-4523.392130	-11249.746402	1	0.55	60	60	3600
-1231.057708	-10509.154832	1	1.13	60	60	1800
2138.387835	-16799.818775	1	1.33	60	60	1800
-3900.377465	-11464.897465	1	0.47	60	60	1800
-3524.477623	-11926.634398	1	0.34	60	60	1800
-1861.111735	-12460.125417	1	0.44	60	60	1800
-156.890554	-11612.230743	1	1.09	60	60	3600
-1961.583570	-10789.677393	1	0.24	60	60	1800
803.058282	-15349.303196	1	0.97	60	60	3600
-557.345103	-12428.234712	1	0.46	60	60	3600
7184.302030	-14356.232426	1	0.90	60	60	3600
-3535.721913	-10722.326625	1	1.83	60	60	1800
-2474.574464	-12033.170257	1	1.20	60	60	2700
-4952.710138	-11561.214511	1	1.12	60	60	1800
-724.524754	-10549.963370	1	1.80	60	60	1800
277.494133	-12540.452632	1	1.35	60	60	3600
-4222.391928	-9105.296644	1	0.84	60	60	1800
-1331.477630	-11992.261644	1	0.94	60	60	1800
-2917.722015	-9538.912380	1	1.99	60	60	3600
-844.515763	-9886.696752	1	1.57	60	60	3600
143.912380	-15369.640748	1	0.75	60	60	1800
5018.514674	-12958.423242	1	0.69	60	60	3600
-4778.979105	-12629.953429	1	0.42	60	60	3600
1604.029674	-12377.474228	1	0.89	60	60	3600
653.985780	-10266.027124	1	0.49	60	60	2700
-768.037977	-8553.247191	1	1.75	60	60	3600
530.101319	-11833.564244	1	0.30	60	60	2700
1860.519930	-11489.749531	1	0.37	60	60	1800
-3022.409160	-10137.074368	1	1.46	60	60	2700
2156.484601	-16264.215052	1	1.67	60	60	2700
7189.431005	-16830.775443	1	0.82	60	60	3600
5000.386760	-12083.163496	1	1.61	60	60	2700
-1886.985023	-11925.455732	1	0.66	60	60	3600
-1045.449050	-7783.322400	1	1.00	60	60	3600
-257.185886	-13414.989611	1	1.76	60	60	1800
-10775.622442	-9524.623832	1	0.39	60	60	3600
-11490.969031	-11833.564244	1	0.64	60	60	3600
-8741.298801	-12049.282402	1	1.28	60	60	1800
-14616.757137	-8868.762796	1	1.86	60	60	1800
-17059.768681	-8815.845130	1	1.73	60	60	2700
-11425.808213	-9664.451452	1	1.08	60	60	2700
-15710.464230	-9174.015108	1	0.31	60	60	3600
-13757.404725	-8754.131946	1	1.52	60	60	3600
-12367.452633	-9031.674483	1	0.55	60	60	1800
-14958.051975	-10816.397533	1	0.71	60	60	3600
-10417.040676	-12377.474228	1	1.32	60	60	3600
-15219.058636	-9033.687111	1	1.35	60	60	3600
-16544.462480	-11249.746402	1	1.00	60	60	3600
-6068.905812	-11718.811080	1	1.56	60	60	2700
-11695.764623	-8831.267867	1	0.97	60	60	2700
-12865.586113	-9886.696752	1	1.56	60	60	2700
-11242.307210	-13020.636803	1	0.24	60	60	3600
-11877.157970	-15369.640748	1	1.09	60	60	2700
-8831.398479	-14324.286123	1	0.49	60	60	3600
-4836.768320	-14356.232426	1	1.69	60	60	2700
-16243.462278	-9105.296644	1	1.52	60	60	1800
-9864.585749	-16264.215052	1	1.46	60	60	2700
-15545.547973	-11926.634398	1	1.66	60	60	2700
-15400.088595	-11392.987706	1	1.98	60	60	1800
-7212.127236	-13616.430340	1	1.70	60	60	1800
-14689.123437	-11346.241359	1	1.23	60	60	3600
-12241.906965	-10864.811804	1	1.30	60	60	2700
-14188.550061	-11486.080099	1	0.46	60	60	3600
-15921.447815	-11464.897465	1	1.30	60	60	2700
-11367.084570	-10266.027124	1	1.67	60	60	3600
-13698.546109	-11202.621992	1	1.97	60	60	2700
-5777.571754	-12387.226023	1	0.37	60	60	2700
-10960.867712	-12039.752997	1	0.93	60	60	3600
-14938.792365	-9538.912380	1	1.85	60	60	1800
-10121.439394	-15400.697491	1	0.46	60	60	1800
-13431.424133	-9229.056597	1	1.21	60	60	1800
-9112.568031	-16729.476865	1	1.45	60	60	1800
-10424.921023	-15807.637564	1	1.88	60	60	2700
-11466.310500	-14578.577801	1	1.45	60	60	2700
-7632.287845	-11734.133741	1	1.99	60	60	3600
-12177.960905	-11612.230743	1	0.73	60	60	3600
-12907.853431	-9149.229759	1	1.36	60	60	3600
-15934.374077	-12462.482749	1	1.95	60	60	1800
-13959.729273	-9405.489587	1	0.29	60	60	2700
-11949.472358	-9806.180505	1	1.88	60	60	2700
-7020.683590	-12083.163496	1	1.77	60	60	3600
-11185.846960	-8529.495955	1	0.38	60	60	1800
-11516.375105	-13855.688463	1	1.68	60	60	3600
-7678.126756	-12362.852095	1	1.12	60	60	2700
-12578.415453	-12428.234712	1	1.93	60	60	3600
-8117.546976	-15957.494967	1	1.40	60	60	1800
-12864.599772	-12909.730983	1	1.04	60	60	2700
-10089.056253	-11988.236387	1	1.49	60	60	1800
-8426.313318	-13057.420085	1	1.37	60	60	2700
-15036.543974	-8493.657830	1	0.79	60	60	2700
-13134.940335	-14130.806951	1	1.90	60	60	1800
-8941.359954	-11476.483976	1	1.79	60	60	1800
-12323.700611	-15681.264530	1	1.13	60	60	2700
-14495.644814	-12033.170257	1	1.20	60	60	1800
-7740.037839	-13512.351888	1	1.45	60	60	3600
-12752.260694	-11836.066130	1	0.92	60	60	2700
-16414.504234	-12998.353340	1	0.73	60	60	3600
-15556.792263	-10722.326625	1	0.58	60	60	3600
-16524.258059	-8612.769836	1	0.89	60	60	1800
-9882.682515	-16799.818775	1	0.69	60	60	3600
-14285.699483	-12896.598863	1	1.85	60	60	1800
-10851.643396	-13708.844443	1	0.50	60	60	3600
-10533.750802	-15012.037864	1	1.47	60	60	3600
-10397.344998	-12915.235132	1	0.88	60	60	1800
-13882.182085	-12460.125417	1	0.85	60	60	1800
-8127.472683	-16522.821093	1	0.53	60	60	2700
-16543.797998	-12077.114492	1	0.35	60	60	1800
-11733.453241	-10899.482383	1	1.96	60	60	2700
-12278.256236	-13414.989611	1	0.43	60	60	3600
-11878.933384	-9297.697225	1	0.36	60	60	3600
-11743.576217	-12540.452632	1	1.91	60	60	3600
-12745.595104	-10549.963370	1	1.34	60	60	1800
-16800.049455	-12629.953429	1	1.52	60	60	3600
-14919.158982	-12347.829661	1	0.79	60	60	1800
-9514.881054	-11737.725337	1	0.86	60	60	3600
-10160.550420	-11489.749531	1	1.30	60	60	3600
-11218.012068	-15349.303196	1	0.71	60	60	3600
-10839.070141	-11448.651886	1	1.43	60	60	2700
-10808.472797	-10036.042658	1	1.18	60	60	3600
-11772.034758	-13326.867631	1	1.30	60	60	1800
-6578.522381	-11646.489900	1	1.04	60	60	3600
-4831.639345	-16830.775443	1	0.45	60	60	2700
-11382.076957	-11273.775625	1	0.70	60	60	2700
-5299.611548	-16472.827854	1	0.87	60	60	2700
-8213.149399	-13806.429111	1	1.42	60	60	1800
-13252.128058	-10509.154832	1	0.50	60	60	3600
-7002.555676	-12958.423242	1	1.83	60	60	1800
-12071.996706	-12104.423966	1	1.11	60	60	1800
-13908.055374	-11925.455732	1	1.75	60	60	1800
-11144.846312	-10798.439553	1	1.13	60	60	1800
-10579.184795	-9040.659033	1	1.02	60	60	2700
-12632.975698	-14206.052558	1	1.44	60	60	1800
-15599.319145	-8666.532583	1	0.76	60	60	3600
-12740.289626	-13713.948290	1	0.73	60	60	1800
-12217.466467	-14810.385865	1	0.41	60	60	1800
-12789.108327	-8553.247191	1	0.69	60	60	3600
-13066.519400	-7783.322400	1	0.41	60	60	3600
-13408.997848	-9862.022598	1	0.65	60	60	2700
-15564.049658	-10130.647301	1	1.06	60	60	1800
-11949.472358	2214.891744	1	1.73	60	60	3600
-16243.462278	2915.775605	1	1.26	60	60	2700
-12789.108327	3467.825058	1	0.98	60	60	2700
-12740.289626	-1692.876041	1	0.95	60	60	3600
-10839.070141	572.420363	1	0.35	60	60	1800
-10739.740386	-4678.393105	1	1.84	60	60	3600
-14560.463008	1704.584867	1	0.31	60	60	3600
-14616.757137	3152.309453	1	1.68	60	60	2700
-14060.678704	1903.690503	1	0.68	60	60	3600
-8665.724296	-1505.879533	1	1.22	60	60	1800
-11382.076957	747.296624	1	1.28	60	60	2700
-14958.051975	1204.674716	1	1.58	60	60	1800
-13757.404725	3266.940303	1	0.66	60	60	1800
-8831.398479	-2303.213874	1	1.29	60	60	1800
-16414.504234	-977.281091	1	0.97	60	60	3600
-6578.522381	374.582349	1	0.57	60	60	1800
-13314.454443	-3899.939662	1	0.88	60	60	3600
-14938.792365	2482.159870	1	0.77	60	60	3600
-9514.881054	283.346912	1	1.31	60	60	2700
-15934.374077	-441.410500	1	1.26	60	60	1800
-7020.683590	-62.091247	1	1.52	60	60	3600
-5917.071555	-671.550640	1	0.35	60	60	1800
-10851.643396	-1687.772194	1	0.79	60	60	3600
-12745.595104	1471.108880	1	1.47	60	60	2700
-9864.585749	-4243.142803	1	0.31	60	60	1800
-7678.126756	-341.779846	1	0.38	60	60	1800
-6560.031078	-457.266897	1	0.23	60	60	2700
-13882.182085	-439.053168	1	1.76	60	60	1800
-11772.034758	-1305.795382	1	1.05	60	60	2700
-13982.653920	1231.394857	1	1.61	60	60	2700
-9882.682515	-4778.746526	1	1.13	60	60	1800
-10121.439394	-3379.625242	1	0.49	60	60	2700
-10397.344998	-894.162883	1	0.74	60	60	2700
-10775.622442	2496.448418	1	1.91	60	60	2700
-14188.550061	534.992151	1	1.85	60	60	3600
-13698.546109	818.450258	1	1.24	60	60	2700
-8213.149399	-1785.356862	1	0.93	60	60	3600
-11185.846960	3491.576294	1	1.38	60	60	3600
-12323.700611	-3660.192281	1	1.25	60	60	2700
-11144.846312	1222.632696	1	1.78	60	60	1800
-15599.319145	3354.539667	1	0.84	60	60	2700
-11733.453241	1121.589867	1	1.17	60	60	2700
-11123.510193	-4329.385588	1	1.65	60	60	1800
-11367.084570	1755.045125	1	0.85	60	60	2700
-14919.158982	-326.757411	1	1.74	60	60	1800
-13066.519400	4237.749849	1	1.77	60	60	3600
-12865.586113	2134.375497	1	0.57	60	60	1800
-7632.287845	286.938508	1	0.21	60	60	1800
-8117.546976	-3936.422718	1	1.12	60	60	3600
-16086.914347	2345.490185	1	1.77	60	60	3600
-13134.940335	-2109.734702	1	0.85	60	60	1800
-15710.464230	2847.057141	1	1.20	60	60	1800
-12071.996706	-83.351717	1	1.54	60	60	3600
-13300.822169	-1181.646246	1	1.72	60	60	1800
-13252.128058	1511.917418	1	1.42	60	60	2700
-15921.447815	556.174784	1	1.62	60	60	1800
-16134.102989	1524.137740	1	1.52	60	60	3600
-13161.311985	-2660.649966	1	1.00	60	60	3600
-8127.472683	-4501.748844	1	1.13	60	60	1800
-10960.867712	-18.680748	1	1.73	60	60	3600
-11878.933384	2723.375024	1	0.88	60	60	1800
-15043.479510	1883.997881	1	0.71	60	60	3600
-10907.241895	-2598.236253	1	0.51	60	60	2700
-7002.555676	-937.350993	1	0.69	60	60	2700
-12907.853431	2871.842490	1	0.39	60	60	2700
-15036.543974	3527.414419	1	0.98	60	60	3600
-15400.088595	628.084543	1	2.00	60	60	1800
-10424.921023	-3786.565315	1	1.83	60	60	3600
-12177.960905	408.841506	1	1.66	60	60	3600
-11466.310500	-2557.505552	1	0.66	60	60	3600
-12919.513023	-639.148438	1	0.25	60	60	2700
-16543.797998	-56.042243	1	1.72	60	60	2700
-15564.049658	1890.424948	1	1.27	60	60	1800
-16524.258059	3408.302414	1	1.80	60	60	3600
-13408.997848	2159.049652	1	0.99	60	60	1800
-11242.307210	-999.564554	1	1.09	60	60	2700
-8426.313318	-1036.347836	1	0.31	60	60	1800
-10160.550420	531.322718	1	0.89	60	60	3600
-15556.792263	1298.745624	1	0.55	60	60	1800
-16973.780489	459.857739	1	0.21	60	60	1800
-8741.298801	-28.210153	1	1.85	60	60	3600
-14495.644814	-12.098008	1	0.43	60	60	1800
-11425.808213	2356.620797	1	0.48	60	60	3600
-7740.037839	-1491.279639	1	0.82	60	60	3600
-10533.750802	-2990.965615	1	0.37	60	60	3600
-8199.558655	-112.317995	1	0.69	60	60	2700
-12241.906965	1156.260445	1	1.30	60	60	3600
-14413.456631	2271.667873	1	1.17	60	60	3600
-11877.157970	-3348.568499	1	1.89	60	60	1800
-12103.736130	-1988.198647	1	1.49	60	60	1800
-12278.256236	-1393.917361	1	0.62	60	60	2700
-5299.611548	-4451.755605	1	0.59	60	60	1800
-11218.012068	-3328.230947	1	1.97	60	60	1800
-4831.639345	-4809.703194	1	0.50	60	60	1800
-13959.729273	2615.582662	1	1.34	60	60	2700
-12367.452633	2989.397766	1	1.31	60	60	3600
-14285.699483	-875.526613	1	0.34	60	60	1800
-13908.055374	95.616517	1	0.76	60	60	2700
-17059.768681	3205.227119	1	0.47	60	60	1800
-4836.768320	-2335.160176	1	1.76	60	60	1800
-8941.359954	544.588273	1	1.46	60	60	1800
-13431.424133	2792.015652	1	1.71	60	60	2700
-11516.375105	-1834.616214	1	1.30	60	60	2700
-13293.865867	3470.960755	1	0.90	60	60	2700
-10808.472797	1985.029591	1	1.08	60	60	1800
-12632.975698	-2184.980309	1	1.00	60	60	3600
-12632.975698	9836.091941	1	0.80	60	60	2700
-9514.881054	12304.419161	1	1.98	60	60	2700
-14413.456631	14292.740123	1	1.06	60	60	2700
-12752.260694	12206.078368	1	1.39	60	60	2700
-11218.012068	8692.841302	1	0.26	60	60	1800
-4831.639345	7211.369056	1	1.03	60	60	1800
-15545.547973	12115.510100	1	1.95	60	60	1800
-9864.585749	7777.929446	1	1.72	60	60	3600
-6068.905812	12323.333418	1	1.19	60	60	2700
-14560.463008	13725.657116	1	1.01	60	60	2700
-12864.599772	11132.413515	1	0.29	60	60	3600
-5299.611548	7569.316644	1	0.74	60	60	3600
-8941.359954	12565.660522	1	1.84	60	60	1800
-15400.088595	12649.156792	1	0.65	60	60	2700
-12865.586113	14155.447747	1	0.79	60	60	2700
-13300.822169	10839.426003	1	0.39	60	60	3600
-16524.258059	15429.374663	1	0.69	60	60	2700
-10739.740386	7342.679145	1	0.50	60	60	1800
-16086.914347	14366.562434	1	1.37	60	60	2700
-14495.644814	12008.974241	1	1.25	60	60	1800
-13314.454443	8121.132587	1	1.40	60	60	1800
-12217.466467	9231.758634	1	1.55	60	60	2700
-10160.550420	12552.394967	1	0.37	60	60	3600
-15036.543974	15548.486668	1	0.57	60	60	1800
-13352.547980	12049.882855	1	0.85	60	60	1800
-17059.768681	15226.299368	1	0.54	60	60	3600
-8213.149399	10235.715387	1	0.70	60	60	2700
-11733.453241	13142.662116	1	0.59	60	60	1800
-8831.398479	9717.858375	1	0.87	60	60	2700
-10397.344998	11126.909366	1	1.76	60	60	2700
-13959.729273	14636.654911	1	0.71	60	60	2700
-16973.780489	12480.929988	1	1.56	60	60	2700
-12177.960905	12429.913755	1	0.81	60	60	3600
-15219.058636	15008.457387	1	0.77	60	60	2700
-10851.643396	10333.300055	1	1.43	60	60	1800
-10089.056253	12053.908111	1	0.72	60	60	2700
-13408.997848	14180.121901	1	0.34	60	60	2700
-5917.071555	11349.521609	1	1.87	60	60	2700
-16414.504234	11043.791158	1	0.44	60	60	2700
-11185.846960	15512.648543	1	0.89	60	60	2700
-14188.550061	12556.064400	1	1.46	60	60	1800
-11382.076957	12768.368873	1	0.76	60	60	1800
-11695.764623	15210.876632	1	0.20	60	60	3600
-14938.792365	14503.232119	1	1.75	60	60	3600
-14285.699483	11145.545636	1	1.20	60	60	2700
-16134.102989	13545.209989	1	0.63	60	60	1800
-7740.037839	10529.792610	1	1.28	60	60	3600
-10121.439394	8641.447007	1	0.49	60	60	1800
-16800.049455	11412.191070	1	1.21	60	60	3600
-14958.051975	13225.746965	1	0.76	60	60	1800
-13250.010020	11464.619478	1	0.93	60	60	2700
-14919.158982	11694.314838	1	1.84	60	60	2700
-12278.256236	10627.154888	1	1.19	60	60	3600
-11772.034758	10715.276867	1	1.86	60	60	3600
-10424.921023	8234.506934	1	0.21	60	60	1800
-6560.031078	11563.805352	1	1.72	60	60	1800
-10839.070141	12593.492612	1	0.85	60	60	3600
-12367.452633	15010.470016	1	1.13	60	60	2700
-11144.846312	13243.704946	1	1.75	60	60	2700
-10579.184795	15001.485465	1	1.40	60	60	1800
-13293.865867	15492.033004	1	0.63	60	60	1800
-16543.797998	11965.030006	1	1.65	60	60	1800
-4836.768320	9685.912073	1	1.52	60	60	3600
-11490.969031	12208.580254	1	0.41	60	60	3600
-12921.589531	15148.196052	1	1.07	60	60	1800
-13161.311985	9360.422283	1	1.02	60	60	1800
-8741.298801	11992.862096	1	0.25	60	60	2700
-14689.123437	12695.903139	1	1.99	60	60	1800
-11949.472358	14235.963993	1	0.25	60	60	1800
-10732.431078	14452.227006	1	0.39	60	60	2700
-7002.555676	11083.721257	1	1.86	60	60	2700
-8426.313318	10984.724413	1	1.70	60	60	3600
-15934.374077	11579.661749	1	0.45	60	60	2700
-12241.906965	13177.332694	1	1.14	60	60	2700
-12323.700611	8360.879968	1	1.16	60	60	1800
-13982.653920	13252.467106	1	1.27	60	60	2700
-6578.522381	12395.654599	1	1.26	60	60	3600
-16544.462480	12792.398097	1	1.44	60	60	1800
-13757.404725	15288.012552	1	0.40	60	60	3600
-14060.678704	13924.762752	1	1.52	60	60	3600
-10960.867712	12002.391502	1	1.84	60	60	1800
-13134.940335	9911.337547	1	1.17	60	60	3600
-11123.510193	7691.686661	1	0.25	60	60	3600
-8117.546976	8084.649532	1	2.00	60	60	3600
-11877.157970	8672.503750	1	0.35	60	60	3600
-9112.568031	7312.667634	1	0.87	60	60	3600
-8127.472683	7519.323405	1	0.50	60	60	1800
-11516.375105	10186.456035	1	1.89	60	60	1800
-7020.683590	11958.981002	1	0.68	60	60	3600
-12071.996706	11937.720532	1	1.36	60	60	1800
-12578.415453	11613.909786	1	1.60	60	60	1800
-10417.040676	11664.670270	1	0.42	60	60	1800
-11367.084570	13776.117374	1	1.64	60	60	3600
-11242.307210	11021.507695	1	1.79	60	60	2700
-8199.558655	11908.754254	1	0.36	60	60	3600
-13908.055374	12116.688767	1	1.18	60	60	1800
-14616.757137	15173.381703	1	0.71	60	60	3600
-15921.447815	12577.247033	1	0.22	60	60	3600
-13431.424133	14813.087901	1	1.92	60	60	3600
-15564.049658	13911.497197	1	0.76	60	60	2700
-9882.682515	7242.325723	1	0.49	60	60	2700
-11466.310500	9463.566697	1	0.29	60	60	2700
-12103.736130	10032.873602	1	1.97	60	60	1800
-12740.289626	10328.196208	1	1.05	60	60	2700
-15043.479510	13905.070130	1	0.72	60	60	1800
-7212.127236	-1595.358091	1	1.71	60	60	1800
-1410.353783	-9229.056597	1	1.50	60	60	3600
-2595.686787	-8868.762796	1	1.70	60	60	2700
-2539.392658	-10316.487382	1	0.65	60	60	1800
71.597992	-9806.180505	1	1.29	60	60	3600
876.224038	-10798.439553	1	1.11	60	60	1800
-2936.981625	-10816.397533	1	0.20	60	60	3600
7908.037711	1524.137740	1	0.36	60	60	2700
143.912380	8672.503750	1	0.77	60	60	1800
-611.905348	9836.091941	1	0.88	60	60	2700
7068.360212	459.857739	1	1.50	60	60	1800
9853.590640	534.992151	1	1.09	60	60	1800
-9112.568031	-4708.404615	1	0.69	60	60	3600
-10579.184795	2980.413216	1	1.69	60	60	3600
-10417.040676	-356.401979	1	0.55	60	60	3600
4808.943114	-13616.430340	1	1.46	60	60	2700
1623.725352	-12915.235132	1	0.61	60	60	2700
5952.164538	-11718.811080	1	1.89	60	60	2700
-10089.056253	32.835862	1	1.34	60	60	2700
-2898.088632	11694.314838	1	1.77	60	60	2700
-4503.187708	-8612.769836	1	1.96	60	60	2700
-11695.764623	3189.804383	1	1.72	60	60	2700
-3524.477623	12115.510100	1	0.99	60	60	1800
3279.771549	11992.862096	1	1.70	60	60	1800
12856.293740	3491.576294	1	0.40	60	60	2700
-4952.710138	12480.929988	1	0.99	60	60	3600
-10533.750802	9030.106634	1	0.68	60	60	1800
-843.529421	-12909.730983	1	0.28	60	60	3600
11763.884464	10627.154888	1	1.71	60	60	1800
-12217.466467	-2789.313615	1	1.13	60	60	3600
-11490.969031	187.508005	1	0.38	60	60	3600
12308.687459	1121.589867	1	1.51	60	60	2700
11824.674233	9231.758634	1	0.62	60	60	2700
12918.630507	7691.686661	1	1.46	60	60	2700
8107.766623	-12462.482749	1	1.74	60	60	3600
12164.982730	-3348.568499	1	1.14	60	60	1800
1899.630957	-15400.697491	1	1.99	60	60	1800
-10907.241895	9422.835996	1	1.30	60	60	2700
1182.000209	12593.492612	1	1.16	60	60	3600
-7212.127236	10425.714159	1	1.37	60	60	1800
-11743.576217	-519.380383	1	0.72	60	60	1800
-13114.808591	428.767637	1	0.89	60	60	1800
11938.404571	-1988.198647	1	0.35	60	60	3600
-7678.126756	11679.292403	1	1.15	60	60	1800
1212.597553	14006.101841	1	1.96	60	60	1800
-4393.433883	-12998.353340	1	0.50	60	60	2700
-8665.724296	10515.192716	1	0.73	60	60	1800
11289.880006	185.006119	1	1.79	60	60	1800
14527.259647	283.346912	1	0.26	60	60	3600
-15219.058636	2987.385138	1	1.08	60	60	1800
9353.017263	12695.903139	1	1.62	60	60	2700
13302.400315	7342.679145	1	1.09	60	60	3600
-11743.576217	11501.691866	1	1.50	60	60	2700
-7632.287845	12308.010757	1	0.43	60	60	3600
-13352.547980	28.810605	1	1.99	60	60	2700
13302.400315	-4678.393105	1	0.51	60	60	1800
-14689.123437	674.830890	1	0.93	60	60	1800
-1410.353783	14813.087901	1	1.06	60	60	3600
7798.678422	14936.847855	1	0.63	60	60	2700
-1045.449050	16258.822099	1	0.22	60	60	3600
6721.458802	-16472.827854	1	0.29	60	60	3600
-13882.182085	11582.019081	1	1.27	60	60	2700
-3015.473624	15548.486668	1	0.99	60	60	1800
10059.486780	13252.467106	1	1.39	60	60	1800
-8665.724296	-13526.951782	1	1.10	60	60	1800
-8199.558655	-12133.390245	1	1.09	60	60	1800
8442.821555	15375.611916	1	0.86	60	60	1800
13233.667903	14006.101841	1	0.48	60	60	2700
-3689.393880	14868.129390	1	1.43	60	60	3600
-15545.547973	94.437851	1	1.75	60	60	1800
15828.991301	10235.715387	1	1.00	60	60	2700
15828.991301	-1785.356862	1	1.09	60	60	3600
-2539.392658	13725.657116	1	1.64	60	60	2700
14929.572670	-4708.404615	1	0.38	60	60	2700
11674.688067	15010.470016	1	0.85	60	60	3600
17039.585024	-937.350993	1	1.48	60	60	2700
11253.032373	15488.897307	1	1.83	60	60	2700
-13698.546109	12839.522507	1	0.53	60	60	3600
-724.524754	13492.181129	1	1.12	60	60	3600
-3542.979308	13911.497197	1	0.65	60	60	3600
12308.687459	13142.662116	1	1.97	60	60	1800
-16544.462480	771.325848	1	0.40	60	60	1800
-15043.479510	-10137.074368	1	1.29	60	60	3600
14527.259647	12304.419161	1	1.18	60	60	2700
-16086.914347	-9675.582064	1	1.98	60	60	3600
-14413.456631	-9749.404376	1	0.53	60	60	2700
-13252.128058	13532.989667	1	1.66	60	60	3600
-14060.678704	-10117.381747	1	0.46	60	60	3600
-14560.463008	-10316.487382	1	0.27	60	60	2700
10082.411428	-9405.489587	1	0.59	60	60	2700
